population.ID,species,Life.Stage,Sex.Ratio,N,sex.determination,SDM.Type,SuperTaxa,model4,Conservative,Citation,Source,sex.det.source
338,Macrochelys_temminckii,birth.sex.ratio,0.082,49,TSD,TSD II,crocoturtle,turtles,Y,499,Bokony,species.in.TreeOfSex
86,Caretta_caretta,birth.sex.ratio,0.23,421,TSD,TSD Ia,crocoturtle,turtles,Y,400,Bokony,species.in.TreeOfSex
79,Caretta_caretta,juvenile.sex.ratio,0.333,207,TSD,TSD Ia,crocoturtle,turtles,Y,146,Bokony,species.in.TreeOfSex
201,Ctenosaura_melanosterna,adult.sex.ratio,0.435,207,GSD,GSD,squamata,GSD,Y,"new32, new33",Bokony,genus.or.family.in.TreeOfSex
232,Emydura_macquarii,adult.sex.ratio,0.641,1815,GSD,GSD,crocoturtle,GSD,Y,g55,Bokony,species.in.TreeOfSex
1,Acanthodactylus_erythrurus,adult.sex.ratio,0.59,166,GSD,GSD,squamata,GSD,Y,1039,Bokony,species.in.TreeOfSex
302,Holbrookia_maculata,adult.sex.ratio,0.506,316,GSD,GSD,squamata,GSD,Y,v30,Bokony,genus.or.family.in.TreeOfSex
512,Tropidurus_hispidus,adult.sex.ratio,0.421,235,GSD,GSD,squamata,GSD,Y,176,Bokony,species.in.TreeOfSex
517,Uta_stansburiana,adult.sex.ratio,0.501,1888,GSD,GSD,squamata,GSD,Y,"g10, m51",Bokony,species.in.TreeOfSex
522,Varanus_salvator,adult.sex.ratio,0.485,33,GSD,GSD,squamata,GSD,Y,1030,Bokony,species.in.TreeOfSex
296,Grayia_smythii,adult.sex.ratio,0.485,33,GSD,GSD,squamata,GSD,Y,68,Bokony,genus.or.family.in.TreeOfSex
413,Sceloporus_jarrovi,birth.sex.ratio,0.485,171,GSD,GSD,squamata,GSD,Y,g1,Bokony,species.in.TreeOfSex
517,Uta_stansburiana,birth.sex.ratio,0.52,126,GSD,GSD,squamata,GSD,Y,"g10, m51",Bokony,species.in.TreeOfSex
ROSIE2,Apalone_spinifera,birth.sex.ratio,0.504854369,103,GSD,GSD,crocoturtle,GSD,Y,"Vogt, R. C., & Bull, J. J. (1982). Genetic sex determination in the spiny softshell Trionyx spiniferus (Testudines: Trionychidae). Copeia, 1982(3), 699-700.",ROSIE,Badenhorst_et_al._2013._Chromosome_Research
95,Chelodina_longicollis,birth.sex.ratio,0.525,59,GSD,GSD,crocoturtle,GSD,Y,g54,Bokony,species.in.TreeOfSex
231,Emydura_macquarii,birth.sex.ratio,0.58,100,GSD,GSD,crocoturtle,GSD,Y,v24,Bokony,species.in.TreeOfSex
263,Glyptemys_insculpta,birth.sex.ratio,0.361,36,GSD,GSD,crocoturtle,GSD,Y,1006,Bokony,species.in.TreeOfSex
432,Staurotypus_triporcatus,birth.sex.ratio,0.4,21,GSD,GSD,crocoturtle,GSD,Y,503,Bokony,species.in.TreeOfSex
1,Acanthodactylus_erythrurus,juvenile.sex.ratio,0.579,114,GSD,GSD,squamata,GSD,Y,1039,Bokony,species.in.TreeOfSex
64,Basiliscus_vittatus,juvenile.sex.ratio,0.491,747,GSD,GSD,squamata,GSD,Y,mod24,Bokony,genus.or.family.in.TreeOfSex
512,Tropidurus_hispidus,juvenile.sex.ratio,0.273,22,GSD,GSD,squamata,GSD,Y,176,Bokony,species.in.TreeOfSex
514,Tropidurus_torquatus,juvenile.sex.ratio,0.42,50,GSD,GSD,squamata,GSD,Y,"new81, m55",Bokony,species.in.TreeOfSex
517,Uta_stansburiana,juvenile.sex.ratio,0.468,111,GSD,GSD,squamata,GSD,Y,"g10, m51",Bokony,species.in.TreeOfSex
80,Caretta_caretta,adult.sex.ratio,0.129,31,TSD,TSD Ia,crocoturtle,turtles,Y,40,Bokony,species.in.TreeOfSex
133,Chrysemys_picta,adult.sex.ratio,0.582,55,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
138,Chrysemys_picta,adult.sex.ratio,0.362,58,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
141,Chrysemys_picta,adult.sex.ratio,0.472,36,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
145,Chrysemys_picta,adult.sex.ratio,0.55,100,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
2032b,Aldabrachelys_gigantea,birth.sex.ratio,0.486,37,TSD,TSD Ia,crocoturtle,turtles,Y,"2032, 2033",Bokony,species.in.TreeOfSex
2033a,Aldabrachelys_gigantea,birth.sex.ratio,0.488,43,TSD,TSD Ia,crocoturtle,turtles,Y,"2032, 2033",Bokony,species.in.TreeOfSex
75,Caretta_caretta,birth.sex.ratio,0.106,764,TSD,TSD Ia,crocoturtle,turtles,Y,"402, 388, 391",Bokony,species.in.TreeOfSex
ROSIE9,Caretta_caretta,birth.sex.ratio,0.051851852,405,TSD,TSD Ia,crocoturtle,turtles,Y,"Mrosovsky, N., & Provancha, J. (1989). Sex ratio of loggerhead sea turtles hatching on a Florida beach. Canadian Journal of Zoology, 67(10), 2533-2539.",ROSIE,species.in.TreeOfSex
89,Carettochelys_insculpta,birth.sex.ratio,0.273,44,TSD,TSD Ia,crocoturtle,turtles,Y,377,Bokony,species.in.TreeOfSex
102,Chelonia_mydas,birth.sex.ratio,0.26,96,TSD,TSD Ia,crocoturtle,turtles,Y,437,Bokony,species.in.TreeOfSex
104,Chelonia_mydas,birth.sex.ratio,0.104,146,TSD,TSD Ia,crocoturtle,turtles,Y,439,Bokony,species.in.TreeOfSex
ROSIE16,Chelonia_mydas,birth.sex.ratio,0.358333333,120,TSD,TSD Ia,crocoturtle,turtles,Y,"Mrosovsky, N. (1982). Sex ratio bias in hatchling sea turtles from artificially incubated eggs. Biological Conservation, 23(4), 309-314.",ROSIE,species.in.TreeOfSex
ROSIE18,Chelonia_mydas,birth.sex.ratio,0.564912281,285,TSD,TSD Ia,crocoturtle,turtles,Y,"Spotila, J. R., Standora, E. A., Morreale, S. J., & Ruiz, G. J. (1987). Temperature dependent sex determination in the green turtle (Chelonia mydas): Effects on the sex ratio on a natural nesting beach. Herpetologica, 43(1), 74-81.",ROSIE,species.in.TreeOfSex
162,Chrysemys_picta,birth.sex.ratio,0.124,210,TSD,TSD Ia,crocoturtle,turtles,Y,"574, 571",Bokony,species.in.TreeOfSex
ROSIE23,Chrysemys_picta,birth.sex.ratio,0.873233909,196,TSD,TSD Ia,crocoturtle,turtles,Y,"Refsnider, J. M., & Janzen, F. J. (2012). Behavioural plasticity may compensate for climate change in a long-lived reptile with temperature-dependent sex determination. Biological Conservation, 152, 90-95.",ROSIE,species.in.TreeOfSex
ROSIE25,Chrysemys_picta,birth.sex.ratio,1,18,TSD,TSD Ia,crocoturtle,turtles,Y,"Vogt, R. C., & Bull, J. J. (1984). Ecology of hatchling sex ratio in map turtles. Ecology, 65(2), 582-587.",ROSIE,species.in.TreeOfSex
ROSIE26,Chrysemys_picta,birth.sex.ratio,0.639450411,399,TSD,TSD Ia,crocoturtle,turtles,Y,"Telemeco, R. S., Warner, D. A., Reida, M. K., & Janzen, F. J. (2013). Extreme developmental temperatures result in morphological abnormalities in painted turtles (Chrysemys picta): A climate change perspective. Integrative Zoology, 8(2), 197-208.",ROSIE,species.in.TreeOfSex
ROSIE26,Chrysemys_picta,birth.sex.ratio,0.595278348,91,TSD,TSD Ia,crocoturtle,turtles,Y,"Weisrock, D. W., & Janzen, F. J. (1999). Thermal and fitness‐related consequences of nest location in painted turtles (Chrysemys picta). Functional Ecology, 13(1), 94-101.",ROSIE,species.in.TreeOfSex
ROSIE26,Chrysemys_picta,birth.sex.ratio,0,4,TSD,TSD Ia,crocoturtle,turtles,Y,"Janzen, F. J. (1994). Climate change and temperature-dependent sex determination in reptiles. Proceedings of the National Academy of Sciences, 91(16), 7487-7490.",ROSIE,species.in.TreeOfSex
ROSIE26,Chrysemys_picta,birth.sex.ratio,0.566448802,918,TSD,TSD Ia,crocoturtle,turtles,Y,"Janzen, F. J. (1994). Vegetational cover predicts the sex ratio of hatchling turtles in natural nests. Ecology, 75(6), 1593-1599.",ROSIE,species.in.TreeOfSex
ROSIE28,Dermochelys_coriacea,birth.sex.ratio,0.422161869,263,TSD,TSD Ia,crocoturtle,turtles,Y,"Mrosovsky, N., Dutton, P. H., & Whitmore, C. P. (1984). Sex ratios of two species of sea turtle nesting in Suriname. Canadian Journal of Zoology, 62(11), 2227-2239.",ROSIE,species.in.TreeOfSex
ROSIE30,Dermochelys_coriacea,birth.sex.ratio,0.100558659,54,TSD,TSD Ia,crocoturtle,turtles,Y,"Rimblot, F., Fretey, J., Lescure, J., & Pieau, C. (1983). Influence de la temperature sur la differentiation sexuelle des gonades chez la tortue luth (Dermochelys coriacea); Etude en incubation artificielle et naturelle.  Actes de Colloques, 1(1), 355-362.",ROSIE,species.in.TreeOfSex
275,Graptemys_geographica,birth.sex.ratio,0.21,61,TSD,TSD Ia,crocoturtle,turtles,Y,214,Bokony,species.in.TreeOfSex
289,Graptemys_ouachitensis,birth.sex.ratio,0.28,1540,TSD,TSD Ia,crocoturtle,turtles,Y,"214, 215",Bokony,species.in.TreeOfSex
291,Graptemys_pseudogeographica,birth.sex.ratio,0.25,489,TSD,TSD Ia,crocoturtle,turtles,Y,"214, 215",Bokony,species.in.TreeOfSex
331,Lepidochelys_olivacea,birth.sex.ratio,0.419,530,TSD,TSD Ia,crocoturtle,turtles,Y,513,Bokony,species.in.TreeOfSex
2098,Podocnemis_expansa,birth.sex.ratio,0.347,386,TSD,TSD Ia,crocoturtle,turtles,Y,2098new,Bokony,species.in.TreeOfSex
2089def,Podocnemis_expansa,birth.sex.ratio,0.027,300,TSD,TSD Ia,crocoturtle,turtles,Y,2089,Bokony,species.in.TreeOfSex
ROSIE38,Podocnemis_expansa,birth.sex.ratio,0.026666667,300,TSD,TSD Ia,crocoturtle,turtles,Y,"Carneiro, C. C. (2012). Influência do ambiente de nidificação sobre a taxa de eclosão, a duração da incubação e a determinação sexual em Podocnemis (Reptilia, Podocnemididae) no Tabuleiro do Embaubal Rio Xingu, Pará (Master's thesis, Universidade Federal do Pará, Belém, Brasil). Retrieved from http://ppgeap.propesp.ufpa.br/ARQUIVOS/dissertacoes/2012/PPGEAP_Dissertacao_Cristiane_Costa_Carneriro_2010_a_2012%2014.05.2012.pdf",ROSIE,species.in.TreeOfSex
ROSIE39,Podocnemis_expansa,birth.sex.ratio,0.187165775,187,TSD,TSD Ia,crocoturtle,turtles,Y,"Malvasio, A., do Nascimento-Rocha, J. M., Santos, H. D., de Ataídes, A. G., Portelinha, T. C. G. (2012). Morphometry and histology of the gonads of males and females hatchlings of Podocnemis expansa and Podocnemis. unifilis (Testudines, Podocnemididae). Acta Scientiarum, 34(1), 105-112.",ROSIE,species.in.TreeOfSex
ROSIE41,Podocnemis_expansa,birth.sex.ratio,0.056179775,200,TSD,TSD Ia,crocoturtle,turtles,Y,"Raeder, F. L., & Bisaggio, E. L. (2011). Projeto Quelônios da Amazônia em Costa Marques/RO - Base Praia Alta, Rio Guaporé. 1° WORKSHOP: ESTRATÉGIAS PARA CONSERVAÇÃO DE QUELÔNIOS DA AMAZÔNIA: PROTEÇÃO DE PRAIAS",ROSIE,species.in.TreeOfSex
2089abc,Podocnemis_sextuberculata,birth.sex.ratio,0.163,135,TSD,TSD Ia,crocoturtle,turtles,Y,2089,Bokony,species.in.TreeOfSex
392,Podocnemis_unifilis,birth.sex.ratio,0.724,380,TSD,TSD Ia,crocoturtle,turtles,Y,g67,Bokony,species.in.TreeOfSex
2089ghi,Podocnemis_unifilis,birth.sex.ratio,0.381,155,TSD,TSD Ia,crocoturtle,turtles,Y,2089,Bokony,species.in.TreeOfSex
ROSIE46,Podocnemis_unifilis,birth.sex.ratio,0.585714286,210,TSD,TSD Ia,crocoturtle,turtles,Y,"de Souza, R. R., & Vogt, R. C. (1994). Incubation temperature influences sex and hatchling size in the neotropical turtle Podocnemis unifilis. Journal of Herpetology, 28(4), 453-464.",ROSIE,species.in.TreeOfSex
ROSIE48,Podocnemis_unifilis,birth.sex.ratio,0.683673469,98,TSD,TSD Ia,crocoturtle,turtles,Y,"Malvasio, A., do Nascimento-Rocha, J. M., Santos, H. D., de Ataídes, A. G., Portelinha, T. C. G. (2012). Morphometry and histology of the gonads of males and females hatchlings of Podocnemis expansa and Podocnemis. unifilis (Testudines, Podocnemididae). Acta Scientiarum, 34(1), 105-112.",ROSIE,species.in.TreeOfSex
ROSIE50,Podocnemis_unifilis,birth.sex.ratio,0.538461539,13,TSD,TSD Ia,crocoturtle,turtles,Y,"Páez, V. P., & Bock, B. C. (2004). Pre- and post-hatching factors affecting juvenile growth rates in the yellow-spotted river turtle (Podocnemis unifilis). Actualidades Biológicas, 26(81), 137-151.",ROSIE,species.in.TreeOfSex
491,Trachemys_scripta,birth.sex.ratio,0.78,9,TSD,TSD Ia,crocoturtle,turtles,Y,503,Bokony,species.in.TreeOfSex
508,Trachemys_scripta,birth.sex.ratio,0.63,568,TSD,TSD Ia,crocoturtle,turtles,Y,g65,Bokony,species.in.TreeOfSex
ROSIE52,Trachemys_scripta,birth.sex.ratio,0.244444444,45,TSD,TSD Ia,crocoturtle,turtles,Y,"Cadi, A., Delmas, V., Prévot‐Julliard, A.-C., Joly, P., Pieau, C., & Girondot, M. (2004). Successful reproduction of the introduced slider turtle (Trachemys scripta elegans) in the South of France. Aquatic Conservation: Marine and Freshwater Ecosystems, 14(3), 237-246.",ROSIE,species.in.TreeOfSex
80,Caretta_caretta,juvenile.sex.ratio,0.333,18,TSD,TSD Ia,crocoturtle,turtles,Y,40,Bokony,species.in.TreeOfSex
109,Chelonia_mydas,juvenile.sex.ratio,0.364,66,TSD,TSD Ia,crocoturtle,turtles,Y,153,Bokony,species.in.TreeOfSex
110,Chelonia_mydas,juvenile.sex.ratio,0.29,434,TSD,TSD Ia,crocoturtle,turtles,Y,153,Bokony,species.in.TreeOfSex
20,Alligator_mississippiensis,adult.sex.ratio,0.49,3372,TSD,TSD II,crocoturtle,crocs,Y,359,Bokony,species.in.TreeOfSex
15,Agama_agama,adult.sex.ratio,0.453,53,TSD,TSD II,squamata,lizards,Y,1018,Bokony,species.in.TreeOfSex
448,Tarentola_annularis,adult.sex.ratio,0.63,46,TSD,TSD II,squamata,lizards,Y,1026,Bokony,species.in.TreeOfSex
MT3,Chelydra_serpentina,birth.sex.ratio,0.3543983,5127,TSD,TSD II,crocoturtle,turtles,Y,unpublished data,Other,species.in.TreeOfSex
ROSIE20,Chelydra_serpentina,birth.sex.ratio,0.9,190,TSD,TSD II,crocoturtle,turtles,Y,"Freedberg, S., Lee, C., & Pappas, M. (2011). Agricultural practices alter sex ratios in a reptile with environmental sex determination. Biological Conservation, 144(3), 1159-1166.",ROSIE,species.in.TreeOfSex
20,Alligator_mississippiensis,juvenile.sex.ratio,0.688,1834,TSD,TSD II,crocoturtle,crocs,Y,359,Bokony,species.in.TreeOfSex
2093,Podocnemis_expansa,birth.sex.ratio,0.622,90,TSD,TSD Ia,crocoturtle,turtles,Y,2093,Bokony,species.in.TreeOfSex
2094,Podocnemis_expansa,birth.sex.ratio,0.069,173,TSD,TSD Ia,crocoturtle,turtles,Y,2094,Bokony,species.in.TreeOfSex
26,Amblyrhynchus_cristatus,adult.sex.ratio,0.506,917,GSD,GSD,squamata,GSD,Y,"v14, v15",Bokony,genus.or.family.in.TreeOfSex
27,Ameiva_erythrocephala,adult.sex.ratio,0.278,18,GSD,GSD,squamata,GSD,Y,6,Bokony,genus.or.family.in.TreeOfSex
31,Anolis_angusticeps,adult.sex.ratio,0.444,10,GSD,GSD,squamata,GSD,Y,"v2, v2new",Bokony,genus.or.family.in.TreeOfSex
32,Anolis_angusticeps,adult.sex.ratio,0.463,23,GSD,GSD,squamata,GSD,Y,"v2, v2new",Bokony,genus.or.family.in.TreeOfSex
35,Anolis_cupreus,adult.sex.ratio,0.435,168,GSD,GSD,squamata,GSD,Y,mod.dec17,Bokony,genus.or.family.in.TreeOfSex
41,Anolis_garmani,adult.sex.ratio,0.445,1174,GSD,GSD,squamata,GSD,Y,20,Bokony,genus.or.family.in.TreeOfSex
49,Anolis_mariarum,adult.sex.ratio,0.72,100,GSD,GSD,squamata,GSD,Y,g20,Bokony,genus.or.family.in.TreeOfSex
50,Anolis_mariarum,adult.sex.ratio,0.576,99,GSD,GSD,squamata,GSD,Y,g20,Bokony,genus.or.family.in.TreeOfSex
55,Anolis_sagrei,adult.sex.ratio,0.475,19,GSD,GSD,squamata,GSD,Y,"v2, v2new",Bokony,genus.or.family.in.TreeOfSex
56,Anolis_sagrei,adult.sex.ratio,0.433,144,GSD,GSD,squamata,GSD,Y,"v2, v2new",Bokony,genus.or.family.in.TreeOfSex
57,Anolis_sagrei,adult.sex.ratio,0.41,141,GSD,GSD,squamata,GSD,Y,"v2, v2new, m2",Bokony,genus.or.family.in.TreeOfSex
64,Basiliscus_vittatus,adult.sex.ratio,0.374,305,GSD,GSD,squamata,GSD,Y,mod24,Bokony,genus.or.family.in.TreeOfSex
199,Ctenosaura_bakeri,adult.sex.ratio,0.456,125,GSD,GSD,squamata,GSD,Y,g30,Bokony,genus.or.family.in.TreeOfSex
297,Hemidactylus_turcicus,adult.sex.ratio,0.519,671,GSD,GSD,squamata,GSD,Y,1048,Bokony,species.in.TreeOfSex
298,Hemidactylus_turcicus,adult.sex.ratio,0.499,451,GSD,GSD,squamata,GSD,Y,1051,Bokony,species.in.TreeOfSex
299,Hemidactylus_turcicus,adult.sex.ratio,0.51,384,GSD,GSD,squamata,GSD,Y,1050,Bokony,species.in.TreeOfSex
300,Heteronotia_binoei,adult.sex.ratio,0.545,44,GSD,GSD,squamata,GSD,Y,1036,Bokony,species.in.TreeOfSex
301,Heteronotia_binoei,adult.sex.ratio,0.473,237,GSD,GSD,squamata,GSD,Y,1035,Bokony,species.in.TreeOfSex
303,Iberolacerta_aranica,adult.sex.ratio,0.355,229,GSD,GSD,squamata,GSD,Y,1045,Bokony,species.in.TreeOfSex
311,Lacerta_agilis,adult.sex.ratio,0.538,156,GSD,GSD,squamata,GSD,Y,76,Bokony,species.in.TreeOfSex
312,Lacerta_agilis,adult.sex.ratio,0.427,307,GSD,GSD,squamata,GSD,Y,mod78,Bokony,species.in.TreeOfSex
316,Lacerta_viridis,adult.sex.ratio,0.545,99,GSD,GSD,squamata,GSD,Y,1041,Bokony,species.in.TreeOfSex
318,Lacerta_vivipara,adult.sex.ratio,0.429,385,GSD,GSD,squamata,GSD,Y,mod78,Bokony,species.in.TreeOfSex
319,Lacerta_vivipara,adult.sex.ratio,0.231,373,GSD,GSD,squamata,GSD,Y,v23,Bokony,species.in.TreeOfSex
326,Lacerta_vivipara,adult.sex.ratio,0.518,2074,GSD,GSD,squamata,GSD,Y,v23,Bokony,species.in.TreeOfSex
380,Podarcis_bocagei,adult.sex.ratio,0.363,48,GSD,GSD,squamata,GSD,Y,"277, m54",Bokony,genus.or.family.in.TreeOfSex
382,Podarcis_muralis,adult.sex.ratio,0.604,106,GSD,GSD,squamata,GSD,Y,"116, 280",Bokony,genus.or.family.in.TreeOfSex
385,Podarcis_muralis,adult.sex.ratio,0.556,54,GSD,GSD,squamata,GSD,Y,118,Bokony,genus.or.family.in.TreeOfSex
388,Podarcis_sicula,adult.sex.ratio,0.569,102,GSD,GSD,squamata,GSD,Y,119,Bokony,genus.or.family.in.TreeOfSex
408,Sceloporus_graciosus,adult.sex.ratio,0.482,454,GSD,GSD,squamata,GSD,Y,"g5, g6",Bokony,species.in.TreeOfSex
416,Sceloporus_scalaris,adult.sex.ratio,0.298,104,GSD,GSD,squamata,GSD,Y,na4,Bokony,species.in.TreeOfSex
418,Sceloporus_undulatus,adult.sex.ratio,0.388,317,GSD,GSD,squamata,GSD,Y,g7,Bokony,species.in.TreeOfSex
424,Sceloporus_virgatus,adult.sex.ratio,0.455,235,GSD,GSD,squamata,GSD,Y,130,Bokony,genus.or.family.in.TreeOfSex
510,Tropidurus_albemarlensis,adult.sex.ratio,0.383,201,GSD,GSD,squamata,GSD,Y,na3,Bokony,genus.or.family.in.TreeOfSex
514,Tropidurus_torquatus,adult.sex.ratio,0.389,190,GSD,GSD,squamata,GSD,Y,"new81, m55",Bokony,species.in.TreeOfSex
17,Agkistrodon_piscivorus,adult.sex.ratio,0.477,132,GSD,GSD,squamata,GSD,Y,208,Bokony,genus.or.family.in.TreeOfSex
221,Emydocephalus_ijimae,adult.sex.ratio,0.692,91,GSD,GSD,squamata,GSD,Y,na6,Bokony,genus.or.family.in.TreeOfSex
357,Natrix_natrix,adult.sex.ratio,0.676,58,GSD,GSD,squamata,GSD,Y,v25,Bokony,species.in.TreeOfSex
358,Natrix_natrix,adult.sex.ratio,0.539,334,GSD,GSD,squamata,GSD,Y,v26,Bokony,species.in.TreeOfSex
360,Nerodia_rhombifer,adult.sex.ratio,0.457,127,GSD,GSD,squamata,GSD,Y,v27,Bokony,genus.or.family.in.TreeOfSex
59,Apalone_spinifera,adult.sex.ratio,0.641,43,GSD,GSD,crocoturtle,GSD,Y,139,Bokony,Badenhorst_et_al._2013._Chromosome_Research
61,Apalone_spinifera,adult.sex.ratio,0.576,33,GSD,GSD,crocoturtle,GSD,Y,481,Bokony,Badenhorst_et_al._2013._Chromosome_Research
63,Apalone_spinifera,adult.sex.ratio,0.67,327,GSD,GSD,crocoturtle,GSD,Y,547,Bokony,Badenhorst_et_al._2013._Chromosome_Research
94,Chelodina_longicollis,adult.sex.ratio,0.57,500,GSD,GSD,crocoturtle,GSD,Y,v8,Bokony,species.in.TreeOfSex
264,Glyptemys_insculpta,adult.sex.ratio,0.571,21,GSD,GSD,crocoturtle,GSD,Y,1008,Bokony,species.in.TreeOfSex
265,Glyptemys_insculpta,adult.sex.ratio,0.5,32,GSD,GSD,crocoturtle,GSD,Y,1011,Bokony,species.in.TreeOfSex
266,Glyptemys_insculpta,adult.sex.ratio,0.5,32,GSD,GSD,crocoturtle,GSD,Y,1012,Bokony,species.in.TreeOfSex
267,Glyptemys_insculpta,adult.sex.ratio,0.4,60,GSD,GSD,crocoturtle,GSD,Y,1012,Bokony,species.in.TreeOfSex
268,Glyptemys_insculpta,adult.sex.ratio,0.5,98,GSD,GSD,crocoturtle,GSD,Y,"1000, 1007",Bokony,species.in.TreeOfSex
269,Glyptemys_insculpta,adult.sex.ratio,0.5,20,GSD,GSD,crocoturtle,GSD,Y,1001,Bokony,species.in.TreeOfSex
270,Glyptemys_insculpta,adult.sex.ratio,0.417,36,GSD,GSD,crocoturtle,GSD,Y,1010,Bokony,species.in.TreeOfSex
271,Glyptemys_insculpta,adult.sex.ratio,0.505,109,GSD,GSD,crocoturtle,GSD,Y,1002,Bokony,species.in.TreeOfSex
new2018_3,Glyptemys_muhlenbergii,adult.sex.ratio,0.417,48,GSD,GSD,crocoturtle,GSD,Y,new2018_3,Bokony,Literman et al (2017) Conservation genetics resources
48,Anolis_lineatopus,birth.sex.ratio,0.5,56,GSD,GSD,squamata,GSD,Y,v3,Bokony,genus.or.family.in.TreeOfSex
54,Anolis_sagrei,birth.sex.ratio,0.52,527,GSD,GSD,squamata,GSD,Y,na1,Bokony,genus.or.family.in.TreeOfSex
